Run	actual_sex	actual_sex_zw	SCiMS sample ID	Rx	Ry
S948M1000	male	female	S948M1000	0.3683	0
S948M5000	male	female	S948M5000	0.4169	0.3181
S948M10000	male	female	S948M10000	0.5268	0.3111
S948M100000	male	female	S948M100000	0.4167	0.4626
S948M1000000	male	female	S948M1000000	0.4199	0.4834
S949F150	female	male	S949F150	0.6613	0
S949F200	female	male	S949F200	0.4909	0
S949F250	female	male	S949F250	0.1624	0
S949F300	female	male	S949F300	1.4082	0
S949F350	female	male	S949F350	1.3959	0
S949F400	female	male	S949F400	0.9398	0
S949F450	female	male	S949F450	1.1514	0
S949F1000	female	male	S949F1000	0.7728	0.1435
S949F5000	female	male	S949F5000	0.8471	0
S949F10000	female	male	S949F10000	1.0013	0.0126
S949F100000	female	male	S949F100000	0.8373	0.0103
S949F1000000	female	male	S949F1000000	0.8523	0.0128
S949M150	male	female	S949M150	0.5554	0
S949M200	male	female	S949M200	0.818	0
S949M250	male	female	S949M250	0.3065	0
S949M300	male	female	S949M300	0.2874	0
S949M350	male	female	S949M350	0.1049	1.8178
S949M400	male	female	S949M400	0	2.7267
S949M450	male	female	S949M450	0.4161	0
S949M1000	male	female	S949M1000	0.2323	0.6817
S949M5000	male	female	S949M5000	0.4136	0.5371
S949M10000	male	female	S949M10000	0.4091	0.5453
S949M100000	male	female	S949M100000	0.4146	0.4903
S949M1000000	male	female	S949M1000000	0.4228	0.4804
S950F150	female	male	S950F150	0.6207	0
S950F200	female	male	S950F200	1.3736	0
S950F250	female	male	S950F250	0.8695	0
S950F300	female	male	S950F300	0.8447	0
S950F350	female	male	S950F350	0.2486	0
S950F400	female	male	S950F400	0.8901	0
S950F450	female	male	S950F450	1.066	0
S950F1000	female	male	S950F1000	0.8335	0
S950F5000	female	male	S950F5000	0.9068	0.027
S950F10000	female	male	S950F10000	0.8497	0
S950F100000	female	male	S950F100000	0.8523	0.0143
S950F1000000	female	male	S950F1000000	0.8583	0.0139
S950M150	male	female	S950M150	0.5163	0
S950M200	male	female	S950M200	0.2842	0
S950M250	male	female	S950M250	0.3455	0
S950M300	male	female	S950M300	0.1389	0
S950M350	male	female	S950M350	0.6794	0.7791
S950M400	male	female	S950M400	0.1871	1.3633
S950M450	male	female	S950M450	0.4214	0
S950M1000	male	female	S950M1000	0.5746	0.4812
S950M5000	male	female	S950M5000	0.3452	0.5554
S950M10000	male	female	S950M10000	0.469	0.409
S950M100000	male	female	S950M100000	0.4176	0.4616
S950M1000000	male	female	S950M1000000	0.4179	0.4736
S951F150	female	male	S951F150	0.2834	0
S951F200	female	male	S951F200	0.4508	0
S951F250	female	male	S951F250	0.1872	0
S951F300	female	male	S951F300	0.9178	0
S951F350	female	male	S951F350	1.3265	0
S951F400	female	male	S951F400	1.0012	0
S951F450	female	male	S951F450	0.8353	0
S951F1000	female	male	S951F1000	0.7396	0
S951F5000	female	male	S951F5000	0.8489	0.0293
S951F10000	female	male	S951F10000	0.8958	0.0413
S951F100000	female	male	S951F100000	0.8368	0.0145
S951F1000000	female	male	S951F1000000	0.8459	0.0127
S951M150	male	female	S951M150	0.5496	0.9089
S951M200	male	female	S951M200	0.1657	1.3633
S951M250	male	female	S951M250	0.6729	0.5453
S951M300	male	female	S951M300	0.4203	0
S951M350	male	female	S951M350	0.4643	0.5453
S951M400	male	female	S951M400	0.1843	0.9089
S951M450	male	female	S951M450	0.6801	0
S951M1000	male	female	S951M1000	0.5258	0
S951M5000	male	female	S951M5000	0.3658	0.5641
S951M10000	male	female	S951M10000	0.3969	0.5194
S951M100000	male	female	S951M100000	0.4024	0.4926
S951M1000000	male	female	S951M1000000	0.4187	0.4783
S952F150	female	male	S952F150	0.8119	0
S952F200	female	male	S952F200	0.8523	0
S952F250	female	male	S952F250	1.5263	0
S952F300	female	male	S952F300	1.1528	0
S952F350	female	male	S952F350	1.0994	0
S952F400	female	male	S952F400	1.2933	0
S952F450	female	male	S952F450	1.0303	0
S952F1000	female	male	S952F1000	0.9415	0
S952F5000	female	male	S952F5000	0.8256	0.0284
S952F10000	female	male	S952F10000	0.786	0.031
S952F100000	female	male	S952F100000	0.8658	0.0084
S952F1000000	female	male	S952F1000000	0.8477	0.0138
S952M150	male	female	S952M150	0.5429	0
S952M200	male	female	S952M200	0.4337	0
S952M250	male	female	S952M250	0.2945	0
S952M300	male	female	S952M300	0.1232	0
S952M350	male	female	S952M350	0.4305	0.5453
S952M400	male	female	S952M400	0.1872	0
S952M450	male	female	S952M450	0.1759	0.9089
S952M1000	male	female	S952M1000	0.3076	0.7436
S952M5000	male	female	S952M5000	0.4768	0.3161
S952M10000	male	female	S952M10000	0.4232	0.4995
S952M100000	male	female	S952M100000	0.4115	0.4858
S952M1000000	male	female	S952M1000000	0.4206	0.4851
S953F150	female	male	S953F150	0.9869	0
S953F200	female	male	S953F200	1.2202	0
S953F250	female	male	S953F250	0.7545	0
S953F300	female	male	S953F300	0.7454	0
S953F350	female	male	S953F350	1.2247	0
S953F400	female	male	S953F400	1.5745	0
S953F450	female	male	S953F450	0.7556	0.303
S953F1000	female	male	S953F1000	0.6422	0
S953F5000	female	male	S953F5000	0.856	0.0293
S953F10000	female	male	S953F10000	0.8025	0
S953F100000	female	male	S953F100000	0.8453	0.0173
S953F1000000	female	male	S953F1000000	0.8455	0.0131
S953M150	male	female	S953M150	0.2913	1.3633
S953M200	male	female	S953M200	0.3289	0
S953M250	male	female	S953M250	0.1508	0
S953M300	male	female	S953M300	0.6861	0
S953M350	male	female	S953M350	0.2173	0
S953M400	male	female	S953M400	0.186	0
S953M450	male	female	S953M450	0.5784	0.6059
S953M1000	male	female	S953M1000	0.5038	0.7574
S953M5000	male	female	S953M5000	0.3982	0.661
S953M10000	male	female	S953M10000	0.3744	0.4742
S953M100000	male	female	S953M100000	0.4226	0.4918
S953M1000000	male	female	S953M1000000	0.4156	0.4853
S954F150	female	male	S954F150	2.5177	0
S954F200	female	male	S954F200	0.2212	0
S954F250	female	male	S954F250	0.5268	0
S954F300	female	male	S954F300	1.911	0
S954F350	female	male	S954F350	1.1024	0
S954F400	female	male	S954F400	0.8492	0
S954F450	female	male	S954F450	0.395	0
S954F1000	female	male	S954F1000	0.8405	0.1363
S954F5000	female	male	S954F5000	0.8654	0.0275
S954F10000	female	male	S954F10000	0.8448	0
S954F100000	female	male	S954F100000	0.8561	0.02
S954F1000000	female	male	S954F1000000	0.8502	0.0133
S954M150	male	female	S954M150	0.2724	0
S954M200	male	female	S954M200	0.7972	0.5453
S954M250	male	female	S954M250	0.457	0.6817
S954M300	male	female	S954M300	0.5993	0
S954M350	male	female	S954M350	0.533	0
S954M400	male	female	S954M400	1.07	0.4544
S954M450	male	female	S954M450	0.3356	0
S954M1000	male	female	S954M1000	0.497	0.5453
S954M5000	male	female	S954M5000	0.4186	0.6015
S954M10000	male	female	S954M10000	0.4487	0.575
S954M100000	male	female	S954M100000	0.424	0.4534
S954M1000000	male	female	S954M1000000	0.4171	0.4808
S955F150	female	male	S955F150	0.5856	0
S955F200	female	male	S955F200	0.261	0
S955F250	female	male	S955F250	1.0387	0
S955F300	female	male	S955F300	0.9658	0
S955F350	female	male	S955F350	1.0725	0
S955F400	female	male	S955F400	0.67	0
S955F450	female	male	S955F450	0.9212	0
S955F1000	female	male	S955F1000	0.9469	0.1239
S955F5000	female	male	S955F5000	0.9672	0.0246
S955F10000	female	male	S955F10000	0.7986	0.0151
S955F100000	female	male	S955F100000	0.8355	0.0088
S955F1000000	female	male	S955F1000000	0.848	0.0141
S955M150	male	female	S955M150	1.0336	0
S955M200	male	female	S955M200	0	2.7267
S955M250	male	female	S955M250	0.1489	1.8178
S955M300	male	female	S955M300	0.1281	1.3633
S955M350	male	female	S955M350	0.2306	0
S955M400	male	female	S955M400	0.4922	0
S955M450	male	female	S955M450	0.5491	0.3895
S955M1000	male	female	S955M1000	0.3577	0.9738
S955M5000	male	female	S955M5000	0.395	0.3181
S955M10000	male	female	S955M10000	0.373	0.4826
S955M100000	male	female	S955M100000	0.4011	0.5615
S955M1000000	male	female	S955M1000000	0.4154	0.478
S956F150	female	male	S956F150	0.2965	0
S956F200	female	male	S956F200	1.2156	0
S956F250	female	male	S956F250	0.8609	0
S956F300	female	male	S956F300	0.6406	0
S956F350	female	male	S956F350	0.8148	0
S956F400	female	male	S956F400	0.8361	0
S956F450	female	male	S956F450	0.29	0
S956F1000	female	male	S956F1000	0.7959	0
S956F5000	female	male	S956F5000	0.8317	0.03
S956F10000	female	male	S956F10000	0.8318	0
S956F100000	female	male	S956F100000	0.8759	0.014
S956F1000000	female	male	S956F1000000	0.8485	0.013
S956M150	male	female	S956M150	0.6575	0
S956M200	male	female	S956M200	0.5689	0
S956M250	male	female	S956M250	0.6943	0.5453
S956M300	male	female	S956M300	0.4095	0
S956M350	male	female	S956M350	0.7726	0.3895
S956M400	male	female	S956M400	0.3199	0.6817
S956M450	male	female	S956M450	0.2702	1.0907
S956M1000	male	female	S956M1000	0.1476	0.5453
S956M5000	male	female	S956M5000	0.417	0.2773
S956M10000	male	female	S956M10000	0.3767	0.6034
S956M100000	male	female	S956M100000	0.4398	0.4622
S956M1000000	male	female	S956M1000000	0.4161	0.4867
S957F200	female	male	S957F200	1.1933	0
S957F250	female	male	S957F250	0.714	0
S957F300	female	male	S957F300	0.7807	0
S957F350	female	male	S957F350	0.9155	0
S957F400	female	male	S957F400	1.0187	0
S957F450	female	male	S957F450	0.9213	0
S957F1000	female	male	S957F1000	0.7491	0
S957F5000	female	male	S957F5000	0.8528	0.0287
S957F10000	female	male	S957F10000	0.8558	0.014
S957F100000	female	male	S957F100000	0.8696	0.0141
S957F1000000	female	male	S957F1000000	0.8442	0.0126
S957M150	male	female	S957M150	0.6582	0
S957M200	male	female	S957M200	0.1847	1.3633
S957M250	male	female	S957M250	0.151	1.3633
S957M300	male	female	S957M300	0.6737	0
S957M350	male	female	S957M350	0.3031	0.6817
S957M400	male	female	S957M400	0.3751	0.5453
S957M450	male	female	S957M450	0.6074	0.3408
S957M1000	male	female	S957M1000	0.195	0.4544
S957M5000	male	female	S957M5000	0.4449	0.6059
S957M10000	male	female	S957M10000	0.4258	0.4751
S957M100000	male	female	S957M100000	0.4079	0.519
S957M1000000	male	female	S957M1000000	0.4146	0.4927
S958F150	female	male	S958F150	1.1788	0
S958F200	female	male	S958F200	0.5053	0
S958F250	female	male	S958F250	1.4739	0
S958F300	female	male	S958F300	0.7563	0
S958F350	female	male	S958F350	1.2833	0
S958F400	female	male	S958F400	1.0111	0
S958F450	female	male	S958F450	0.9238	0
S958F1000	female	male	S958F1000	0.9104	0.1363
S958F5000	female	male	S958F5000	0.9316	0
S958F10000	female	male	S958F10000	0.8404	0.0286
S958F100000	female	male	S958F100000	0.8401	0.0087
S958F1000000	female	male	S958F1000000	0.8556	0.012
S958M150	male	female	S958M150	0.5959	0
S958M250	male	female	S958M250	0.4507	1.0907
S958M300	male	female	S958M300	0.155	0
S958M350	male	female	S958M350	0.3624	0
S958M400	male	female	S958M400	0.4797	1.0225
S958M450	male	female	S958M450	0.4983	0.3895
S958M1000	male	female	S958M1000	0.1832	0
S958M5000	male	female	S958M5000	0.3896	0.7732
S958M10000	male	female	S958M10000	0.4724	0.4889
S958M100000	male	female	S958M100000	0.418	0.4776
S958M1000000	male	female	S958M1000000	0.4189	0.4858
S959F150	female	male	S959F150	0.573	0
S959F200	female	male	S959F200	0.9442	0
S959F250	female	male	S959F250	0.7019	0
S959F300	female	male	S959F300	2.0296	0
S959F350	female	male	S959F350	0.3702	0
S959F400	female	male	S959F400	0.8408	0
S959F450	female	male	S959F450	1.3091	0
S959F1000	female	male	S959F1000	1.0372	0
S959F5000	female	male	S959F5000	0.712	0.0649
S959F10000	female	male	S959F10000	0.7724	0.0156
S959F100000	female	male	S959F100000	0.8912	0.0069
S959F1000000	female	male	S959F1000000	0.8282	0.0141
S959M150	male	female	S959M150	0.5144	0
S959M200	male	female	S959M200	0.3918	0.9089
S959M250	male	female	S959M250	0.8088	0.7791
S959M300	male	female	S959M300	0.2579	0
S959M350	male	female	S959M350	0.522	0
S959M400	male	female	S959M400	0.2991	0.6817
S959M450	male	female	S959M450	0.4403	0
S959M1000	male	female	S959M1000	0.2153	0
S959M5000	male	female	S959M5000	0.4007	0.6918
S959M10000	male	female	S959M10000	0.3837	0.3165
S959M100000	male	female	S959M100000	0.4347	0.4972
S959M1000000	male	female	S959M1000000	0.4189	0.4818
S960F150	female	male	S960F150	0.6101	0
S960F200	female	male	S960F200	1.953	0
S960F250	female	male	S960F250	1.3601	0
S960F300	female	male	S960F300	0.5298	0
S960F350	female	male	S960F350	1.1757	0
S960F400	female	male	S960F400	0.9465	0
S960F450	female	male	S960F450	0.4572	0
S960F1000	female	male	S960F1000	0.7652	0
S960F5000	female	male	S960F5000	0.822	0
S960F10000	female	male	S960F10000	0.8692	0.0283
S960F100000	female	male	S960F100000	0.8684	0.0154
S960F1000000	female	male	S960F1000000	0.8488	0.0138
S960M150	male	female	S960M150	0.2517	0
S960M200	male	female	S960M200	0.5897	0.6817
S960M250	male	female	S960M250	0.3991	0
S960M300	male	female	S960M300	0.284	0.9089
S960M350	male	female	S960M350	0.4578	0.5453
S960M400	male	female	S960M400	0.3004	0
S960M450	male	female	S960M450	0.332	0.5453
S960M1000	male	female	S960M1000	0.4173	0.5843
S960M5000	male	female	S960M5000	0.3849	0.6391
S960M10000	male	female	S960M10000	0.3892	0.4661
S960M100000	male	female	S960M100000	0.4136	0.4359
S960M1000000	male	female	S960M1000000	0.4216	0.4852
S961F150	female	male	S961F150	1.2324	0
S961F200	female	male	S961F200	1.0318	0
S961F250	female	male	S961F250	0.4714	0
S961F300	female	male	S961F300	0.9557	0
S961F350	female	male	S961F350	1.0038	0
S961F400	female	male	S961F400	0.4266	0
S961F450	female	male	S961F450	0.6344	0
S961F1000	female	male	S961F1000	0.5672	0
S961F5000	female	male	S961F5000	0.8568	0
S961F10000	female	male	S961F10000	0.9591	0.038
S961F100000	female	male	S961F100000	0.8557	0.0071
S961F1000000	female	male	S961F1000000	0.8468	0.0137
S961M150	male	female	S961M150	0.4967	0
S961M200	male	female	S961M200	0.1772	0
S961M250	male	female	S961M250	0.767	0
S961M300	male	female	S961M300	0.2946	0
S961M350	male	female	S961M350	0.448	0
S961M400	male	female	S961M400	0.37	0
S961M450	male	female	S961M450	0.4793	1.0225
S961M1000	male	female	S961M1000	0.3718	0.839
S961M5000	male	female	S961M5000	0.4708	0.4224
S961M10000	male	female	S961M10000	0.4529	0.404
S961M100000	male	female	S961M100000	0.4323	0.4589
S961M1000000	male	female	S961M1000000	0.4198	0.4808
S962F150	female	male	S962F150	0.5064	0
S962F200	female	male	S962F200	0.8209	0
S962F250	female	male	S962F250	1.3125	0
S962F300	female	male	S962F300	1.0515	0
S962F350	female	male	S962F350	0.9759	0
S962F400	female	male	S962F400	1.3754	0
S962F450	female	male	S962F450	0.942	0
S962F1000	female	male	S962F1000	0.7889	0
S962F5000	female	male	S962F5000	0.9299	0.0265
S962F10000	female	male	S962F10000	0.9317	0.0267
S962F100000	female	male	S962F100000	0.858	0.0114
S962F1000000	female	male	S962F1000000	0.8471	0.0134
S962M150	male	female	S962M150	0.5669	0
S962M250	male	female	S962M250	0.6593	0.5453
S962M300	male	female	S962M300	0.7759	0.4544
S962M350	male	female	S962M350	0.3328	0.6817
S962M400	male	female	S962M400	0.3046	0.6817
S962M450	male	female	S962M450	0.4069	0
S962M1000	male	female	S962M1000	0.6073	0.303
S962M5000	male	female	S962M5000	0.3866	0.6918
S962M10000	male	female	S962M10000	0.3905	0.3895
S962M100000	male	female	S962M100000	0.4163	0.4669
S962M1000000	male	female	S962M1000000	0.4226	0.4835
S963F150	female	male	S963F150	0.5781	0
S963F200	female	male	S963F200	1.1171	0
S963F250	female	male	S963F250	0.346	0
S963F300	female	male	S963F300	0.5139	0
S963F350	female	male	S963F350	1.2664	0
S963F400	female	male	S963F400	0.6613	0
S963F450	female	male	S963F450	0.764	0
S963F1000	female	male	S963F1000	0.9172	0
S963F5000	female	male	S963F5000	0.9394	0
S963F10000	female	male	S963F10000	0.6968	0.0347
S963F100000	female	male	S963F100000	0.8742	0.0139
S963F1000000	female	male	S963F1000000	0.8503	0.0133
S963M150	male	female	S963M150	0.543	0.9089
S963M200	male	female	S963M200	0.932	0
S963M250	male	female	S963M250	0.4788	0.6817
S963M300	male	female	S963M300	0.4982	0.9089
S963M350	male	female	S963M350	0.1375	0
S963M400	male	female	S963M400	0.2416	1.3633
S963M450	male	female	S963M450	0.3357	0.5453
S963M1000	male	female	S963M1000	0.6031	0.574
S963M5000	male	female	S963M5000	0.5449	0.5133
S963M10000	male	female	S963M10000	0.4375	0.4812
S963M100000	male	female	S963M100000	0.435	0.45
S963M1000000	male	female	S963M1000000	0.4167	0.489
S964F150	female	male	S964F150	2.3048	0
S964F200	female	male	S964F200	0.2411	0
S964F250	female	male	S964F250	0.7206	0
S964F300	female	male	S964F300	0.5865	0
S964F350	female	male	S964F350	0.6149	0
S964F400	female	male	S964F400	0.7864	0
S964F450	female	male	S964F450	0.5286	0
S964F1000	female	male	S964F1000	1.093	0
S964F5000	female	male	S964F5000	0.7185	0.0657
S964F10000	female	male	S964F10000	0.9067	0.027
S964F100000	female	male	S964F100000	0.8478	0.0217
S964F1000000	female	male	S964F1000000	0.8589	0.0132
S964M150	male	female	S964M150	0.4996	0
S964M200	male	female	S964M200	0.4571	0
S964M250	male	female	S964M250	0.1637	0
S964M300	male	female	S964M300	0.8869	0
S964M350	male	female	S964M350	0.3195	0.6817
S964M400	male	female	S964M400	0.2976	0
S964M450	male	female	S964M450	0.5456	0
S964M1000	male	female	S964M1000	0.3261	0
S964M5000	male	female	S964M5000	0.4315	0.3079
S964M10000	male	female	S964M10000	0.3961	0.447
S964M100000	male	female	S964M100000	0.3964	0.5096
S964M1000000	male	female	S964M1000000	0.4164	0.479
S965F150	female	male	S965F150	0.7318	0
S965F200	female	male	S965F200	0.9723	0
S965F250	female	male	S965F250	0.5219	0
S965F300	female	male	S965F300	0.7026	0
S965F350	female	male	S965F350	0.6672	0
S965F400	female	male	S965F400	1.0725	0
S965F450	female	male	S965F450	1.0509	0
S965F1000	female	male	S965F1000	0.9923	0.1239
S965F5000	female	male	S965F5000	0.83	0
S965F10000	female	male	S965F10000	0.819	0
S965F100000	female	male	S965F100000	0.8651	0.0099
S965F1000000	female	male	S965F1000000	0.8424	0.0127
S965M200	male	female	S965M200	0.4161	0
S965M250	male	female	S965M250	0.2904	0
S965M300	male	female	S965M300	0.5035	0
S965M350	male	female	S965M350	0.4525	0
S965M400	male	female	S965M400	0.2054	0.9089
S965M450	male	female	S965M450	0.2555	0.6817
S965M1000	male	female	S965M1000	0.4101	0.6292
S965M5000	male	female	S965M5000	0.423	0.2773
S965M10000	male	female	S965M10000	0.3807	0.527
S965M100000	male	female	S965M100000	0.4241	0.4924
S965M1000000	male	female	S965M1000000	0.4184	0.4834
S966F150	female	male	S966F150	0.5921	0
S966F200	female	male	S966F200	0.8246	0
S966F250	female	male	S966F250	1.0817	0
S966F300	female	male	S966F300	1.0751	0
S966F350	female	male	S966F350	1.5713	0
S966F400	female	male	S966F400	1.1714	0
S966F450	female	male	S966F450	0.9585	0
S966F1000	female	male	S966F1000	0.9283	0
S966F5000	female	male	S966F5000	0.9301	0.0257
S966F10000	female	male	S966F10000	0.8379	0.029
S966F100000	female	male	S966F100000	0.8572	0.0071
S966F1000000	female	male	S966F1000000	0.8479	0.0143
S966M150	male	female	S966M150	0.2785	0
S966M200	male	female	S966M200	0.1843	0
S966M250	male	female	S966M250	0.1639	1.3633
S966M300	male	female	S966M300	0	2.7267
S966M350	male	female	S966M350	0.2428	1.3633
S966M400	male	female	S966M400	0.714	0.303
S966M450	male	female	S966M450	0.6641	0
S966M1000	male	female	S966M1000	0.4683	0.9089
S966M5000	male	female	S966M5000	0.4996	0.479
S966M10000	male	female	S966M10000	0.3857	0.6276
S966M100000	male	female	S966M100000	0.4326	0.4644
S966M1000000	male	female	S966M1000000	0.4209	0.471
S967F150	female	male	S967F150	2.4355	0
S967F200	female	male	S967F200	0.6771	0
S967F250	female	male	S967F250	0.7439	0
S967F300	female	male	S967F300	0.8458	0
S967F350	female	male	S967F350	0.8254	0
S967F400	female	male	S967F400	0.9924	0.303
S967F450	female	male	S967F450	0.6035	0
S967F1000	female	male	S967F1000	0.9361	0
S967F5000	female	male	S967F5000	0.8299	0.0293
S967F10000	female	male	S967F10000	0.9252	0.0263
S967F100000	female	male	S967F100000	0.8462	0.013
S967F1000000	female	male	S967F1000000	0.8457	0.0141
S967M150	male	female	S967M150	0.343	0
S967M200	male	female	S967M200	0.4221	0
S967M250	male	female	S967M250	0.4458	0
S967M300	male	female	S967M300	0.9859	0.303
S967M350	male	female	S967M350	0.1194	1.3633
S967M400	male	female	S967M400	0.3789	0
S967M450	male	female	S967M450	0.6207	0
S967M1000	male	female	S967M1000	0.5271	0.4812
S967M5000	male	female	S967M5000	0.4848	0.2517
S967M10000	male	female	S967M10000	0.3364	0.6197
S967M100000	male	female	S967M100000	0.4179	0.5005
S967M1000000	male	female	S967M1000000	0.4182	0.4827
S968F150	female	male	S968F150	1.7112	0
S968F200	female	male	S968F200	0.2101	0
S968F250	female	male	S968F250	0.75	0
S968F300	female	male	S968F300	1.5846	0.2727
S968F350	female	male	S968F350	0.4096	0
S968F400	female	male	S968F400	0.4817	0
S968F450	female	male	S968F450	0.6808	0
S968F1000	female	male	S968F1000	1.1209	0
S968F5000	female	male	S968F5000	0.865	0.081
S968F10000	female	male	S968F10000	0.8372	0.0295
S968F100000	female	male	S968F100000	0.8576	0.0171
S968F1000000	female	male	S968F1000000	0.8495	0.0139
S968M200	male	female	S968M200	0.6662	0
S968M250	male	female	S968M250	0.4703	0
S968M300	male	female	S968M300	0.9154	0.3408
S968M350	male	female	S968M350	0.4527	0
S968M400	male	female	S968M400	0.518	0
S968M450	male	female	S968M450	0.4202	0
S968M1000	male	female	S968M1000	0.2255	0.6817
S968M5000	male	female	S968M5000	0.4761	0.5868
S968M10000	male	female	S968M10000	0.4111	0.4938
S968M100000	male	female	S968M100000	0.4256	0.4687
S968M1000000	male	female	S968M1000000	0.4182	0.4801
S969F150	female	male	S969F150	1.0626	0
S969F200	female	male	S969F200	0.8857	0
S969F250	female	male	S969F250	1.148	0
S969F300	female	male	S969F300	0.6981	0
S969F350	female	male	S969F350	1.3946	0
S969F400	female	male	S969F400	1.2621	0
S969F450	female	male	S969F450	1.115	0
S969F1000	female	male	S969F1000	0.9839	0
S969F5000	female	male	S969F5000	0.8197	0.029
S969F10000	female	male	S969F10000	0.9363	0
S969F100000	female	male	S969F100000	0.8297	0.0147
S969F1000000	female	male	S969F1000000	0.8452	0.0117
S969M150	male	female	S969M150	0.2237	0
S969M200	male	female	S969M200	0.426	0
S969M250	male	female	S969M250	0.2949	0
S969M300	male	female	S969M300	0.4106	0.6817
S969M350	male	female	S969M350	0.826	0.3408
S969M400	male	female	S969M400	0.1792	0
S969M450	male	female	S969M450	0.1878	1.3633
S969M1000	male	female	S969M1000	0.4316	0.2272
S969M5000	male	female	S969M5000	0.409	0.4398
S969M10000	male	female	S969M10000	0.3833	0.3408
S969M100000	male	female	S969M100000	0.4318	0.4959
S969M1000000	male	female	S969M1000000	0.4195	0.487
S970F150	female	male	S970F150	0.6681	0
S970F200	female	male	S970F200	0.6908	0
S970F250	female	male	S970F250	0.9643	0
S970F300	female	male	S970F300	0.843	0
S970F350	female	male	S970F350	1.1049	0
S970F400	female	male	S970F400	0.7479	0
S970F450	female	male	S970F450	0.6857	0
S970F1000	female	male	S970F1000	0.3969	0
S970F5000	female	male	S970F5000	0.9685	0
S970F10000	female	male	S970F10000	0.7135	0
S970F100000	female	male	S970F100000	0.8547	0.0071
S970F1000000	female	male	S970F1000000	0.8436	0.0132
S970M200	male	female	S970M200	0.4146	0.9089
S970M300	male	female	S970M300	0.7006	0
S970M350	male	female	S970M350	0.4509	1.1686
S970M400	male	female	S970M400	0.5759	0
S970M450	male	female	S970M450	0.4343	0
S970M1000	male	female	S970M1000	0.4418	0.2272
S970M5000	male	female	S970M5000	0.3445	0.5453
S970M10000	male	female	S970M10000	0.4057	0.562
S970M100000	male	female	S970M100000	0.423	0.4551
S970M1000000	male	female	S970M1000000	0.4164	0.4817
S971F150	female	male	S971F150	0.5936	0
S971F200	female	male	S971F200	1.4023	0
S971F250	female	male	S971F250	0.6566	0
S971F300	female	male	S971F300	0.7512	0
S971F350	female	male	S971F350	0.7359	0
S971F400	female	male	S971F400	1.92	0
S971F450	female	male	S971F450	0.4681	0
S971F1000	female	male	S971F1000	0.8404	0
S971F5000	female	male	S971F5000	0.8928	0.0275
S971F10000	female	male	S971F10000	0.73	0.0163
S971F100000	female	male	S971F100000	0.8792	0.0069
S971F1000000	female	male	S971F1000000	0.8527	0.0133
S971M150	male	female	S971M150	0.7706	0
S971M200	male	female	S971M200	1.0765	0
S971M250	male	female	S971M250	0.306	0
S971M300	male	female	S971M300	0.3957	0
S971M350	male	female	S971M350	0.3328	0.6817
S971M400	male	female	S971M400	0.2971	1.0907
S971M450	male	female	S971M450	0.085	1.8178
S971M1000	male	female	S971M1000	0.4997	0.1948
S971M5000	male	female	S971M5000	0.4225	0.3235
S971M10000	male	female	S971M10000	0.4089	0.4434
S971M100000	male	female	S971M100000	0.409	0.5107
S971M1000000	male	female	S971M1000000	0.4188	0.4723
S972F150	female	male	S972F150	1.1318	0
S972F200	female	male	S972F200	2.1881	0
S972F250	female	male	S972F250	0.9234	0
S972F300	female	male	S972F300	0.2785	0
S972F350	female	male	S972F350	0.9175	0
S972F400	female	male	S972F400	0.7203	0
S972F450	female	male	S972F450	0.6011	0
S972F1000	female	male	S972F1000	0.8764	0
S972F5000	female	male	S972F5000	0.8073	0
S972F10000	female	male	S972F10000	0.8993	0.0137
S972F100000	female	male	S972F100000	0.8409	0.0132
S972F1000000	female	male	S972F1000000	0.8506	0.0126
S972M150	male	female	S972M150	0	2.7267
S972M200	male	female	S972M200	0.3346	0
S972M250	male	female	S972M250	0.6501	0.9089
S972M300	male	female	S972M300	0.2667	0
S972M350	male	female	S972M350	0.5991	0
S972M400	male	female	S972M400	0.3725	0.5453
S972M450	male	female	S972M450	0.5953	0.6059
S972M1000	male	female	S972M1000	0.1554	0.9089
S972M5000	male	female	S972M5000	0.4498	0.4131
S972M10000	male	female	S972M10000	0.3761	0.4505
S972M100000	male	female	S972M100000	0.4296	0.4686
S972M1000000	male	female	S972M1000000	0.4169	0.4737
S973F150	female	male	S973F150	0.5612	0
S973F200	female	male	S973F200	0.9066	0
S973F250	female	male	S973F250	0.3621	0
S973F300	female	male	S973F300	0.606	0
S973F350	female	male	S973F350	0.9218	0
S973F400	female	male	S973F400	1.057	0
S973F450	female	male	S973F450	0.6733	0
S973F1000	female	male	S973F1000	0.6072	0
S973F5000	female	male	S973F5000	0.8035	0
S973F10000	female	male	S973F10000	0.8693	0.028
S973F100000	female	male	S973F100000	0.8268	0.0074
S973F1000000	female	male	S973F1000000	0.846	0.0114
S973M200	male	female	S973M200	0	2.7267
S973M250	male	female	S973M250	0.7742	0.4544
S973M300	male	female	S973M300	0.3752	0.6817
S973M350	male	female	S973M350	0.5301	0
S973M400	male	female	S973M400	0.4641	1.0225
S973M450	male	female	S973M450	0.2558	0
S973M1000	male	female	S973M1000	0.4557	0.3895
S973M5000	male	female	S973M5000	0.4857	0.4109
S973M10000	male	female	S973M10000	0.3563	0.5826
S973M100000	male	female	S973M100000	0.3987	0.4762
S973M1000000	male	female	S973M1000000	0.4163	0.4914
S974F150	female	male	S974F150	0.3024	0
S974F200	female	male	S974F200	0.2269	0
