Run	actual_sex	actual_sex_zw	SCiMS sample ID	Rx	Ry
S192M450	male	female	S192M450	0.579	0
S192M1000	male	female	S192M1000	0.3887	0.7791
S192M5000	male	female	S192M5000	0.4093	0.2773
S192M10000	male	female	S192M10000	0.3559	0.4462
S192M100000	male	female	S192M100000	0.4041	0.5368
S192M1000000	male	female	S192M1000000	0.4196	0.478
S193F200	female	male	S193F200	1.3052	0
S193F250	female	male	S193F250	1.1053	0
S193F300	female	male	S193F300	1.3343	0
S193F350	female	male	S193F350	0.7108	0
S193F400	female	male	S193F400	0.7982	0
S193F450	female	male	S193F450	1.115	0
S193F1000	female	male	S193F1000	0.8975	0
S193F5000	female	male	S193F5000	0.8245	0
S193F10000	female	male	S193F10000	0.7301	0
S193F100000	female	male	S193F100000	0.8493	0.0043
S193F1000000	female	male	S193F1000000	0.8461	0.0134
S193M150	male	female	S193M150	0.287	0
S193M200	male	female	S193M200	0.4212	0.9089
S193M250	male	female	S193M250	0.6165	0
S193M300	male	female	S193M300	0.1284	0
S193M350	male	female	S193M350	0.2312	0
S193M400	male	female	S193M400	0.6458	0.3895
S193M450	male	female	S193M450	0.4312	0.4544
S193M1000	male	female	S193M1000	0.3562	0.6817
S193M5000	male	female	S193M5000	0.4184	0.6015
S193M10000	male	female	S193M10000	0.374	0.5546
S193M100000	male	female	S193M100000	0.4298	0.4223
S193M1000000	male	female	S193M1000000	0.4219	0.4848
S194F150	female	male	S194F150	1.2184	0
S194F200	female	male	S194F200	1.0742	0
S194F250	female	male	S194F250	1.9858	0
S194F300	female	male	S194F300	0.9463	0
S194F350	female	male	S194F350	0.8801	0
S194F400	female	male	S194F400	0.7855	0
S194F450	female	male	S194F450	0.3994	0
S194F1000	female	male	S194F1000	0.8662	0
S194F5000	female	male	S194F5000	0.8442	0
S194F10000	female	male	S194F10000	0.7408	0
S194F100000	female	male	S194F100000	0.8464	0.0072
S194F1000000	female	male	S194F1000000	0.8471	0.0145
S194M150	male	female	S194M150	0.4349	0
S194M200	male	female	S194M200	0.576	0
S194M250	male	female	S194M250	0.1642	0
S194M300	male	female	S194M300	0.5036	0
S194M350	male	female	S194M350	0.5513	0
S194M400	male	female	S194M400	0.7131	0.3408
S194M450	male	female	S194M450	0.4294	0.4544
S194M1000	male	female	S194M1000	0.5514	0.1818
S194M5000	male	female	S194M5000	0.4488	0.4993
S194M10000	male	female	S194M10000	0.3845	0.527
S194M100000	male	female	S194M100000	0.3929	0.4714
S194M1000000	male	female	S194M1000000	0.4167	0.4799
S195F150	female	male	S195F150	1.2137	0
S195F200	female	male	S195F200	0.209	0
S195F250	female	male	S195F250	0.9103	0
S195F300	female	male	S195F300	1.5924	0
S195F350	female	male	S195F350	0.6686	0
S195F400	female	male	S195F400	1.1275	0
S195F450	female	male	S195F450	0.7902	0
S195F1000	female	male	S195F1000	0.7211	0
S195F5000	female	male	S195F5000	0.9278	0
S195F10000	female	male	S195F10000	0.9106	0.0271
S195F100000	female	male	S195F100000	0.8585	0.0113
S195F1000000	female	male	S195F1000000	0.8415	0.0123
S195M250	male	female	S195M250	0	2.7267
S195M300	male	female	S195M300	0.5797	0.5453
S195M350	male	female	S195M350	0.4253	0
S195M400	male	female	S195M400	0.6319	0
S195M450	male	female	S195M450	0.1669	0.9089
S195M1000	male	female	S195M1000	0.5999	0.3408
S195M5000	male	female	S195M5000	0.3199	0.6292
S195M10000	male	female	S195M10000	0.4201	0.5655
S195M100000	male	female	S195M100000	0.4194	0.4745
S195M1000000	male	female	S195M1000000	0.4219	0.4841
S196F200	female	male	S196F200	0.5924	0
S196F250	female	male	S196F250	0.5266	0
S196F300	female	male	S196F300	0.1618	0
S196F350	female	male	S196F350	0.6495	0
S196F400	female	male	S196F400	0.9978	0
S196F450	female	male	S196F450	0.8601	0
S196F1000	female	male	S196F1000	0.6918	0.1704
S196F5000	female	male	S196F5000	0.8457	0
S196F10000	female	male	S196F10000	0.7697	0.0317
S196F100000	female	male	S196F100000	0.8593	0.0255
S196F1000000	female	male	S196F1000000	0.8436	0.0126
S196M150	male	female	S196M150	0.7427	0
S196M200	male	female	S196M200	0.9705	0.4544
S196M250	male	female	S196M250	0.4708	0
S196M300	male	female	S196M300	0.7007	0.4544
S196M350	male	female	S196M350	0.469	0
S196M400	male	female	S196M400	0.4973	0.4544
S196M450	male	female	S196M450	0.324	0.5453
S196M1000	male	female	S196M1000	0.4781	0.5453
S196M5000	male	female	S196M5000	0.4862	0.5023
S196M10000	male	female	S196M10000	0.4535	0.5296
S196M100000	male	female	S196M100000	0.4258	0.4716
S196M1000000	male	female	S196M1000000	0.4187	0.4829
S197F150	female	male	S197F150	0.3869	0
S197F250	female	male	S197F250	1.1818	0
S197F300	female	male	S197F300	0.262	0.9089
S197F350	female	male	S197F350	0.7247	0
S197F400	female	male	S197F400	0.9816	0
S197F450	female	male	S197F450	1.0719	0
S197F1000	female	male	S197F1000	0.7099	0
S197F5000	female	male	S197F5000	1.0973	0
S197F10000	female	male	S197F10000	0.8161	0.0305
S197F100000	female	male	S197F100000	0.8526	0.0157
S197F1000000	female	male	S197F1000000	0.8452	0.0129
S197M150	male	female	S197M150	0.4683	0
S197M200	male	female	S197M200	0.43	0.9089
S197M250	male	female	S197M250	0.338	0
S197M300	male	female	S197M300	0.1306	0
S197M350	male	female	S197M350	0.226	1.3633
S197M400	male	female	S197M400	0.7693	0
S197M450	male	female	S197M450	0.4068	1.0225
S197M1000	male	female	S197M1000	0.3908	0.7791
S197M5000	male	female	S197M5000	0.3651	0.5171
S197M10000	male	female	S197M10000	0.4236	0.5291
S197M100000	male	female	S197M100000	0.4073	0.5016
S197M1000000	male	female	S197M1000000	0.4195	0.4837
S198F150	female	male	S198F150	0.6699	0
S198F200	female	male	S198F200	0.4406	0
S198F250	female	male	S198F250	0.8053	0
S198F300	female	male	S198F300	1.5514	0
S198F350	female	male	S198F350	0.5614	0
S198F400	female	male	S198F400	1.2071	0
S198F450	female	male	S198F450	1.3985	0
S198F1000	female	male	S198F1000	0.9264	0.2479
S198F5000	female	male	S198F5000	0.8487	0
S198F10000	female	male	S198F10000	0.771	0
S198F100000	female	male	S198F100000	0.8403	0.0131
S198F1000000	female	male	S198F1000000	0.8543	0.0144
S198M150	male	female	S198M150	0.2389	0
S198M200	male	female	S198M200	0.89	0.5453
S198M250	male	female	S198M250	0.5405	0.5453
S198M300	male	female	S198M300	0.655	0.7791
S198M350	male	female	S198M350	0.2684	0
S198M400	male	female	S198M400	0.5521	0.6817
S198M450	male	female	S198M450	0.2637	0
S198M1000	male	female	S198M1000	0.2759	1.2585
S198M5000	male	female	S198M5000	0.3639	0.4958
S198M10000	male	female	S198M10000	0.4099	0.4398
S198M100000	male	female	S198M100000	0.4376	0.463
S198M1000000	male	female	S198M1000000	0.4207	0.487
S199F150	female	male	S199F150	0.4221	0
S199F200	female	male	S199F200	0.7821	0
S199F250	female	male	S199F250	0.834	0
S199F300	female	male	S199F300	0.7439	0
S199F350	female	male	S199F350	1.0376	0
S199F400	female	male	S199F400	0.5491	0
S199F450	female	male	S199F450	0.9466	0
S199F1000	female	male	S199F1000	0.6512	0
S199F5000	female	male	S199F5000	0.8656	0
S199F10000	female	male	S199F10000	0.7393	0
S199F100000	female	male	S199F100000	0.8091	0.0106
S199F1000000	female	male	S199F1000000	0.8553	0.0126
S199M150	male	female	S199M150	0.2817	1.3633
S199M200	male	female	S199M200	0.3791	0
S199M250	male	female	S199M250	0.1445	0
S199M300	male	female	S199M300	0.5666	0
S199M350	male	female	S199M350	0.2392	0
S199M400	male	female	S199M400	0.558	0
S199M450	male	female	S199M450	0.2466	0
S199M1000	male	female	S199M1000	0.364	0.2727
S199M5000	male	female	S199M5000	0.4055	0.5113
S199M10000	male	female	S199M10000	0.4422	0.322
S199M100000	male	female	S199M100000	0.4151	0.494
S199M1000000	male	female	S199M1000000	0.4186	0.4889
S200F150	female	male	S200F150	0.902	0
S200F200	female	male	S200F200	0.7378	0
S200F250	female	male	S200F250	1.2282	0
S200F300	female	male	S200F300	0.4441	0
S200F350	female	male	S200F350	0.9238	0
S200F400	female	male	S200F400	0.6569	0
S200F450	female	male	S200F450	1.0967	0
S200F1000	female	male	S200F1000	0.8737	0
S200F5000	female	male	S200F5000	0.7759	0.0313
S200F10000	female	male	S200F10000	0.8639	0.014
S200F100000	female	male	S200F100000	0.8354	0.019
S200F1000000	female	male	S200F1000000	0.844	0.0142
S200M150	male	female	S200M150	0	2.7267
S200M200	male	female	S200M200	0.2083	1.3633
S200M250	male	female	S200M250	0.1485	0
S200M300	male	female	S200M300	0.2509	0.9089
S200M350	male	female	S200M350	0.4627	0.9089
S200M400	male	female	S200M400	0.2998	0
S200M450	male	female	S200M450	0.5395	0.6817
S200M1000	male	female	S200M1000	0.4214	1.0225
S200M5000	male	female	S200M5000	0.4242	0.3834
S200M10000	male	female	S200M10000	0.4285	0.3079
S200M100000	male	female	S200M100000	0.4278	0.5022
S200M1000000	male	female	S200M1000000	0.4187	0.4865
S201F150	female	male	S201F150	1.5048	0
S201F200	female	male	S201F200	0.8233	0
S201F250	female	male	S201F250	0.8786	0
S201F300	female	male	S201F300	0.7359	0
S201F350	female	male	S201F350	0.6386	0
S201F400	female	male	S201F400	0.8054	0
S201F450	female	male	S201F450	1.5519	0
S201F1000	female	male	S201F1000	1.3485	0
S201F5000	female	male	S201F5000	0.8711	0
S201F10000	female	male	S201F10000	0.8564	0
S201F100000	female	male	S201F100000	0.841	0.0102
S201F1000000	female	male	S201F1000000	0.8454	0.0117
S201M200	male	female	S201M200	0.8261	0.5453
S201M250	male	female	S201M250	0.1444	0
S201M300	male	female	S201M300	0.6175	0.9089
S201M350	male	female	S201M350	0	2.7267
S201M400	male	female	S201M400	0.4128	0.5453
S201M450	male	female	S201M450	0.575	0.3408
S201M1000	male	female	S201M1000	0.5272	0.3408
S201M5000	male	female	S201M5000	0.441	0.5213
S201M10000	male	female	S201M10000	0.51	0.5037
S201M100000	male	female	S201M100000	0.4094	0.5474
S201M1000000	male	female	S201M1000000	0.4171	0.4812
S202F150	female	male	S202F150	0.3263	0
S202F200	female	male	S202F200	0.7558	0
S202F250	female	male	S202F250	0.5919	0
S202F300	female	male	S202F300	0.544	0
S202F350	female	male	S202F350	0.5251	0
S202F400	female	male	S202F400	0.9492	0
S202F450	female	male	S202F450	1.2412	0
S202F1000	female	male	S202F1000	0.8032	0
S202F5000	female	male	S202F5000	0.9734	0.0262
S202F10000	female	male	S202F10000	0.8484	0.0145
S202F100000	female	male	S202F100000	0.8689	0.0057
S202F1000000	female	male	S202F1000000	0.852	0.0126
S202M150	male	female	S202M150	1.5746	0
S202M250	male	female	S202M250	0.1789	0
S202M300	male	female	S202M300	0.2548	0
S202M350	male	female	S202M350	0.5878	0.4544
S202M400	male	female	S202M400	0.3767	0.9089
S202M450	male	female	S202M450	0.249	0.6817
S202M1000	male	female	S202M1000	0.2572	0.818
S202M5000	male	female	S202M5000	0.4785	0.479
S202M10000	male	female	S202M10000	0.3551	0.574
S202M100000	male	female	S202M100000	0.4184	0.4637
S202M1000000	male	female	S202M1000000	0.4179	0.4806
S203F150	female	male	S203F150	0.9733	0
S203F200	female	male	S203F200	0.2428	0
S203F250	female	male	S203F250	0.7647	0
S203F300	female	male	S203F300	1.2695	0
S203F350	female	male	S203F350	0.7352	0
S203F400	female	male	S203F400	0.1129	0
S203F450	female	male	S203F450	1.1589	0
S203F1000	female	male	S203F1000	0.836	0
S203F5000	female	male	S203F5000	0.8757	0
S203F10000	female	male	S203F10000	0.7952	0
S203F100000	female	male	S203F100000	0.8687	0.0043
S203F1000000	female	male	S203F1000000	0.8473	0.0138
S203M200	male	female	S203M200	0.3729	0
S203M250	male	female	S203M250	0.3463	0.9089
S203M300	male	female	S203M300	0.1166	0
S203M350	male	female	S203M350	0.5815	0.4544
S203M400	male	female	S203M400	0.3875	0
S203M450	male	female	S203M450	0.6855	0.5453
S203M1000	male	female	S203M1000	0.673	0.409
S203M5000	male	female	S203M5000	0.3893	0.6059
S203M10000	male	female	S203M10000	0.348	0.6582
S203M100000	male	female	S203M100000	0.4314	0.4759
S203M1000000	male	female	S203M1000000	0.4157	0.4846
S204F150	female	male	S204F150	1.4616	0
S204F200	female	male	S204F200	0.5703	0
S204F250	female	male	S204F250	0.8705	0
S204F300	female	male	S204F300	0.4358	0
S204F350	female	male	S204F350	0.8675	0
S204F400	female	male	S204F400	1.1652	0
S204F450	female	male	S204F450	0.6792	0
S204F1000	female	male	S204F1000	0.7629	0
S204F5000	female	male	S204F5000	0.6803	0
S204F10000	female	male	S204F10000	0.7431	0
S204F100000	female	male	S204F100000	0.874	0.0126
S204F1000000	female	male	S204F1000000	0.8379	0.0131
S204M150	male	female	S204M150	0.2494	1.3633
S204M200	male	female	S204M200	0.2086	1.3633
S204M250	male	female	S204M250	0.1537	1.8178
S204M300	male	female	S204M300	0.3911	1.0907
S204M350	male	female	S204M350	0.1047	1.3633
S204M400	male	female	S204M400	0.7636	0.303
S204M450	male	female	S204M450	0.3459	1.1686
S204M1000	male	female	S204M1000	0.2729	0.6059
S204M5000	male	female	S204M5000	0.5125	0.3362
S204M10000	male	female	S204M10000	0.4923	0.5102
S204M100000	male	female	S204M100000	0.4075	0.5133
S204M1000000	male	female	S204M1000000	0.4204	0.4735
S205F150	female	male	S205F150	1.1343	0
S205F200	female	male	S205F200	1.522	0.3895
S205F250	female	male	S205F250	0.9652	0
S205F300	female	male	S205F300	0.3854	0
S205F350	female	male	S205F350	0.7598	0
S205F400	female	male	S205F400	0.8305	0
S205F450	female	male	S205F450	0.3984	0
S205F1000	female	male	S205F1000	0.5013	0
S205F5000	female	male	S205F5000	0.7969	0
S205F10000	female	male	S205F10000	0.8316	0.0143
S205F100000	female	male	S205F100000	0.8421	0.0087
S205F1000000	female	male	S205F1000000	0.8519	0.0131
S205M150	male	female	S205M150	0.5584	0
S205M200	male	female	S205M200	1.167	0
S205M300	male	female	S205M300	0.7455	0.4544
S205M350	male	female	S205M350	0.3391	0.6817
S205M400	male	female	S205M400	0.4753	0
S205M450	male	female	S205M450	0.6237	0.3408
S205M1000	male	female	S205M1000	0.3162	0.5453
S205M5000	male	female	S205M5000	0.4003	0.6817
S205M10000	male	female	S205M10000	0.3853	0.4466
S205M100000	male	female	S205M100000	0.416	0.4284
S205M1000000	male	female	S205M1000000	0.4168	0.4951
S206F150	female	male	S206F150	1.3107	0
S206F200	female	male	S206F200	0.9122	0
S206F250	female	male	S206F250	0.8484	0
S206F300	female	male	S206F300	1.2973	0
S206F350	female	male	S206F350	0.6326	0
S206F400	female	male	S206F400	0.9208	0
S206F450	female	male	S206F450	0.8843	0
S206F1000	female	male	S206F1000	0.4391	0
S206F5000	female	male	S206F5000	0.8658	0
S206F10000	female	male	S206F10000	0.7688	0
S206F100000	female	male	S206F100000	0.8504	0.01
S206F1000000	female	male	S206F1000000	0.8379	0.0143
S206M150	male	female	S206M150	0.4978	0
S206M200	male	female	S206M200	0.182	0
S206M250	male	female	S206M250	0.1447	1.3633
S206M300	male	female	S206M300	0.5154	0
S206M350	male	female	S206M350	0.4603	0
S206M400	male	female	S206M400	0.4459	0.7791
S206M450	male	female	S206M450	0.5289	0.3895
S206M1000	male	female	S206M1000	0.4546	0.8521
S206M5000	male	female	S206M5000	0.4489	0.3609
S206M10000	male	female	S206M10000	0.4566	0.4347
S206M100000	male	female	S206M100000	0.4132	0.4753
S206M1000000	male	female	S206M1000000	0.4202	0.4743
S207F150	female	male	S207F150	0.6045	0
S207F200	female	male	S207F200	0.2227	0
S207F250	female	male	S207F250	1.1719	0
S207F300	female	male	S207F300	0.8775	0
S207F350	female	male	S207F350	0.7149	0
S207F400	female	male	S207F400	1.5413	0
S207F450	female	male	S207F450	0.7063	0.3408
S207F1000	female	male	S207F1000	0.7106	0
S207F5000	female	male	S207F5000	0.8135	0.0835
S207F10000	female	male	S207F10000	0.9042	0.0134
S207F100000	female	male	S207F100000	0.8508	0.0172
S207F1000000	female	male	S207F1000000	0.848	0.0148
S207M150	male	female	S207M150	0.2811	1.3633
S207M200	male	female	S207M200	0.7749	0
S207M250	male	female	S207M250	0.476	0
S207M300	male	female	S207M300	0.3989	0.6817
S207M350	male	female	S207M350	0.5621	1.0225
S207M400	male	female	S207M400	0.6331	0
S207M450	male	female	S207M450	0.8349	0.4958
S207M1000	male	female	S207M1000	0.2537	0.6059
S207M5000	male	female	S207M5000	0.5287	0.4544
S207M10000	male	female	S207M10000	0.448	0.553
S207M100000	male	female	S207M100000	0.4315	0.4118
S207M1000000	male	female	S207M1000000	0.4169	0.4834
S208F150	female	male	S208F150	0.3126	0
S208F200	female	male	S208F200	1.7013	0
S208F250	female	male	S208F250	0.487	0
S208F300	female	male	S208F300	0.6231	0
S208F350	female	male	S208F350	0.7539	0
S208F400	female	male	S208F400	1.0004	0
S208F450	female	male	S208F450	1.0221	0
S208F1000	female	male	S208F1000	0.6505	0
S208F5000	female	male	S208F5000	0.9991	0.025
S208F10000	female	male	S208F10000	0.8963	0.0271
S208F100000	female	male	S208F100000	0.859	0.0185
S208F1000000	female	male	S208F1000000	0.8421	0.0126
S208M150	male	female	S208M150	0.5191	0.9089
S208M200	male	female	S208M200	0.5961	0
S208M250	male	female	S208M250	0.3133	0.9089
S208M300	male	female	S208M300	0.4114	0.6817
S208M350	male	female	S208M350	0.4245	0
S208M400	male	female	S208M400	0.2597	0.6817
S208M450	male	female	S208M450	0.3408	0
S208M1000	male	female	S208M1000	0.3374	0.2727
S208M5000	male	female	S208M5000	0.4164	0.6323
S208M10000	male	female	S208M10000	0.4091	0.6215
S208M100000	male	female	S208M100000	0.4366	0.4606
S208M1000000	male	female	S208M1000000	0.4177	0.4885
S209F150	female	male	S209F150	0.3216	0
S209F200	female	male	S209F200	1.6163	0
S209F250	female	male	S209F250	0.3395	0
S209F300	female	male	S209F300	0.5169	0.5453
S209F350	female	male	S209F350	0.7205	0
S209F400	female	male	S209F400	0.735	0
S209F450	female	male	S209F450	0.8083	0
S209F1000	female	male	S209F1000	1.2931	0
S209F5000	female	male	S209F5000	1.0419	0
S209F10000	female	male	S209F10000	0.8046	0.0306
S209F100000	female	male	S209F100000	0.8308	0.0044
S209F1000000	female	male	S209F1000000	0.8381	0.0128
S209M150	male	female	S209M150	1.2227	0
S209M250	male	female	S209M250	0.4846	0
S209M300	male	female	S209M300	0.1363	0
S209M350	male	female	S209M350	0.4634	0
S209M400	male	female	S209M400	0.833	0
S209M450	male	female	S209M450	0.6017	0.6059
S209M1000	male	female	S209M1000	0.5798	0.4812
S209M5000	male	female	S209M5000	0.4551	0.3256
S209M10000	male	female	S209M10000	0.4678	0.3531
S209M100000	male	female	S209M100000	0.4196	0.4967
S209M1000000	male	female	S209M1000000	0.4189	0.4758
S210F150	female	male	S210F150	0.7577	0
S210F200	female	male	S210F200	1.3976	0.4544
S210F250	female	male	S210F250	0.7376	0
S210F300	female	male	S210F300	0.9636	0
S210F350	female	male	S210F350	0.6667	0
S210F400	female	male	S210F400	0.6599	0
S210F450	female	male	S210F450	0.608	0
S210F1000	female	male	S210F1000	0.9501	0
S210F5000	female	male	S210F5000	0.8727	0
S210F10000	female	male	S210F10000	0.8166	0
S210F100000	female	male	S210F100000	0.8421	0.0144
S210F1000000	female	male	S210F1000000	0.8487	0.0131
S210M150	male	female	S210M150	0.2566	0
S210M200	male	female	S210M200	1.0647	0.7791
S210M250	male	female	S210M250	0.2998	0.9089
S210M300	male	female	S210M300	0.8195	0.3408
S210M350	male	female	S210M350	0.6334	0.3895
S210M400	male	female	S210M400	0.0934	2.2722
